Team,G,PA,HR,R,RBI,SB,BBrate,Krate,ISO,BABIP,AVG,OBP,SLG,wOBA,wRCplus,WAR,Year,Temp,roof_status,Wind,Ocean,Direction,Deepest,turf_status,Elevation Above Sea Level (ft),Average Humidity,Average Summer Temperature (degrees F),fair_area,foul_area
ATL,2335,6335,149,735,700,58,9.5%,16.8%,0.142,0.3,0.263,0.33899999999999997,0.405,0.327,97,22.2,2009,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
CIN,2314,6187,158,673,637,96,8.6%,18.2%,0.147,0.282,0.247,0.318,0.39399999999999996,0.313,84,19.5,2009,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
TOR,2202,6362,209,798,766,73,8.6%,16.2%,0.174,0.29,0.266,0.33299999999999996,0.44,0.337,101,19.5,2009,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
MIA,2394,6312,159,772,727,75,9.0%,19.4%,0.14800000000000002,0.316,0.268,0.34,0.41600000000000004,0.332,97,19.3,2009,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
TEX,2158,6127,224,784,748,149,7.7%,20.5%,0.185,0.29600000000000004,0.26,0.32,0.445,0.331,92,19.0,2009,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
COL,2352,6241,190,804,760,106,10.6%,20.5%,0.18,0.305,0.261,0.34299999999999997,0.441,0.341,96,18.9,2009,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
ARI,2301,6269,173,720,686,102,9.1%,20.7%,0.165,0.299,0.253,0.324,0.418,0.324,89,17.5,2009,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
SEA,2150,6113,160,640,613,89,6.9%,17.9%,0.14400000000000002,0.293,0.258,0.314,0.402,0.313,89,16.8,2009,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
SFG,2304,6057,122,657,612,78,6.5%,19.1%,0.132,0.302,0.257,0.309,0.389,0.305,83,16.6,2009,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
SDP,2348,6179,141,638,605,82,9.5%,19.1%,0.138,0.284,0.242,0.321,0.381,0.309,93,15.5,2009,71.5,0,8.5,2,north,401.0,0.0,16.0,76%,74.0,110.9,23.9
WSN,2401,6273,156,710,685,73,9.8%,19.3%,0.14800000000000002,0.302,0.258,0.337,0.406,0.327,96,15.1,2009,76.9,0,5.8,85,north northeast,402.0,0.0,7.0,66%,87.0,109.1,23.1
DET,2350,6234,183,743,718,72,8.7%,17.9%,0.156,0.294,0.26,0.331,0.41600000000000004,0.32799999999999996,94,15.0,2009,70.2,0,9.7,454,south southeast,420.0,0.0,577.0,59%,80.0,113.7,26.5
OAK,2306,6247,135,759,723,133,8.4%,16.7%,0.135,0.298,0.262,0.32799999999999996,0.397,0.32,94,14.6,2009,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
CLE,2188,6320,161,773,730,84,9.2%,19.2%,0.153,0.308,0.264,0.33899999999999997,0.41700000000000004,0.33299999999999996,100,14.5,2009,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
CHC,2343,6244,161,707,678,56,9.5%,19.0%,0.152,0.29600000000000004,0.255,0.332,0.40700000000000003,0.324,90,14.5,2009,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
NYM,2377,6159,95,671,631,122,8.5%,15.1%,0.124,0.307,0.27,0.335,0.39399999999999996,0.32,94,12.8,2009,72.8,0,12.0,14,north northeast,415.0,0.0,13.0,63%,83.0,110.6,20.7
HOU,2340,6040,142,643,616,113,7.4%,16.4%,0.14,0.293,0.26,0.319,0.4,0.315,89,12.7,2009,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
BAL,2281,6233,160,741,708,76,8.3%,16.3%,0.147,0.3,0.268,0.332,0.415,0.32799999999999996,93,11.6,2009,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
PIT,2195,6058,125,636,612,90,8.2%,18.9%,0.135,0.29600000000000004,0.252,0.318,0.387,0.31,86,10.5,2009,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
CHW,2241,6132,184,724,695,113,8.7%,16.7%,0.153,0.285,0.258,0.32899999999999996,0.41100000000000003,0.326,91,8.6,2009,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
KCR,2247,6103,144,686,657,88,7.5%,17.9%,0.146,0.298,0.259,0.318,0.405,0.318,88,2.2,2009,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
CIN,2370,6285,188,790,761,93,8.3%,19.4%,0.16399999999999998,0.314,0.272,0.33799999999999997,0.436,0.34,106,35.7,2010,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
NYY,2313,6379,201,859,823,103,10.4%,17.8%,0.16899999999999998,0.3,0.267,0.35,0.436,0.34600000000000003,112,31.2,2010,73.7,0,9.4,20,east northeast,408.0,0.0,54.0,63%,83.0,108.8,19.7
TBR,2361,6270,160,802,769,172,10.7%,20.6%,0.156,0.293,0.247,0.33299999999999996,0.40299999999999997,0.326,106,30.7,2010,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
MIL,2262,6304,182,750,710,81,8.7%,19.3%,0.161,0.304,0.262,0.335,0.424,0.33399999999999996,104,30.0,2010,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
MIN,2290,6257,142,781,749,68,8.9%,15.5%,0.14800000000000002,0.306,0.273,0.341,0.42200000000000004,0.335,106,27.8,2010,71.3,0,10.5,1016,east,411.0,0.0,840.0,59%,80.0,108.9,20.7
SFG,2354,6143,162,697,660,55,7.9%,17.9%,0.151,0.293,0.257,0.321,0.408,0.32,98,25.8,2010,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
STL,2347,6241,150,736,689,79,8.7%,16.5%,0.139,0.29600000000000004,0.263,0.332,0.402,0.322,99,25.0,2010,78.5,0,7.1,689,east northeast,400.0,0.0,436.0,56%,88.0,112.1,25.2
BOS,2327,6356,211,818,782,68,9.2%,17.9%,0.183,0.299,0.268,0.33899999999999997,0.451,0.345,109,24.9,2010,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
TOR,2206,6072,257,755,732,58,7.8%,19.2%,0.20600000000000002,0.26899999999999996,0.248,0.312,0.45399999999999996,0.33399999999999996,105,23.7,2010,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
ATL,2376,6252,139,738,699,63,10.1%,18.2%,0.14300000000000002,0.301,0.258,0.33899999999999997,0.401,0.327,100,23.6,2010,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
SDP,2352,6148,132,665,630,124,8.8%,19.2%,0.125,0.29,0.24600000000000002,0.317,0.371,0.304,92,23.6,2010,71.5,0,8.5,2,north,401.0,0.0,16.0,76%,74.0,110.9,23.9
DET,2274,6312,152,751,717,69,8.7%,18.2%,0.147,0.311,0.268,0.335,0.415,0.33,102,23.6,2010,70.2,0,9.7,454,south southeast,420.0,0.0,577.0,59%,80.0,113.7,26.5
PHI,2277,6291,166,772,736,108,8.9%,16.9%,0.153,0.292,0.26,0.332,0.413,0.327,99,23.1,2010,75.5,0,9.6,57,north northeast,409.0,0.0,9.0,55%,87.0,105.0,24.5
TEX,2312,6302,162,787,740,123,8.1%,15.6%,0.14300000000000002,0.307,0.276,0.33799999999999997,0.419,0.33299999999999996,98,21.8,2010,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
ARI,2271,6183,180,713,691,86,9.5%,24.7%,0.166,0.312,0.25,0.325,0.41600000000000004,0.325,93,21.8,2010,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
OAK,2255,6117,109,663,619,156,8.6%,17.3%,0.122,0.297,0.256,0.324,0.37799999999999995,0.313,95,20.3,2010,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
WSN,2410,6100,149,655,634,110,8.2%,20.0%,0.14,0.294,0.25,0.318,0.39,0.313,90,16.6,2010,76.9,0,5.8,85,north northeast,402.0,0.0,7.0,66%,87.0,109.1,23.1
MIA,2300,6194,152,719,686,92,8.3%,22.2%,0.149,0.309,0.254,0.321,0.40299999999999997,0.318,92,15.9,2010,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
CHW,2212,6118,177,752,710,160,7.6%,15.1%,0.152,0.292,0.268,0.332,0.42,0.332,100,15.7,2010,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
NYM,2348,6144,128,656,625,130,8.2%,17.8%,0.134,0.287,0.249,0.314,0.38299999999999995,0.307,89,15.1,2010,72.8,0,12.0,14,north northeast,415.0,0.0,13.0,63%,83.0,110.6,20.7
LAA,2236,6089,155,681,656,104,7.7%,17.6%,0.142,0.281,0.248,0.311,0.39,0.31,94,14.1,2010,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
CHC,2307,6140,149,685,658,55,7.8%,20.1%,0.145,0.304,0.257,0.32,0.401,0.318,90,13.8,2010,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
COL,2379,6265,173,770,741,99,9.3%,20.3%,0.162,0.31,0.263,0.336,0.425,0.33299999999999996,91,13.5,2010,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
LAD,2310,6140,120,667,621,92,8.7%,19.3%,0.127,0.299,0.252,0.322,0.379,0.309,92,13.3,2010,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
CLE,2255,6165,128,646,601,91,8.8%,19.2%,0.13,0.293,0.248,0.322,0.37799999999999995,0.311,94,11.0,2010,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
KCR,2190,6209,121,676,640,115,7.6%,14.6%,0.126,0.305,0.27399999999999997,0.331,0.39899999999999997,0.32299999999999995,98,9.9,2010,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
BAL,2240,6109,133,613,577,76,6.9%,17.3%,0.127,0.29600000000000004,0.259,0.316,0.386,0.31,87,9.6,2010,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
HOU,2358,6005,108,611,577,100,6.9%,17.1%,0.115,0.285,0.247,0.303,0.36200000000000004,0.295,79,5.4,2010,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
SEA,2104,5989,101,513,485,142,7.7%,19.8%,0.10400000000000001,0.282,0.23600000000000002,0.298,0.33899999999999997,0.285,79,2.2,2010,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
PIT,2327,5974,126,587,570,87,7.8%,20.2%,0.131,0.28800000000000003,0.242,0.304,0.373,0.3,84,1.4,2010,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
NYY,2301,6306,222,867,836,147,9.9%,18.0%,0.18100000000000002,0.292,0.263,0.34299999999999997,0.444,0.345,113,37.0,2011,73.7,0,9.4,20,east northeast,408.0,0.0,54.0,63%,83.0,108.8,19.7
BOS,2269,6414,203,875,842,102,9.0%,17.3%,0.18100000000000002,0.314,0.28,0.349,0.461,0.35200000000000004,117,36.3,2011,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
TEX,2186,6261,210,855,807,143,7.6%,14.9%,0.177,0.304,0.28300000000000003,0.34,0.46,0.34700000000000003,112,33.9,2011,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
MIL,2292,6113,185,721,693,94,7.9%,17.7%,0.16399999999999998,0.293,0.261,0.325,0.425,0.327,103,30.5,2011,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
ARI,2230,6096,172,731,702,133,8.7%,20.5%,0.163,0.294,0.25,0.322,0.413,0.322,97,30.5,2011,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
STL,2403,6242,162,762,726,57,8.7%,15.7%,0.151,0.305,0.273,0.341,0.425,0.33399999999999996,112,29.6,2011,78.5,0,7.1,689,east northeast,400.0,0.0,436.0,56%,88.0,112.1,25.2
CIN,2358,6329,183,735,697,97,8.5%,19.8%,0.152,0.297,0.256,0.326,0.408,0.322,99,29.4,2011,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
TBR,2284,6152,172,707,674,155,9.3%,19.4%,0.159,0.281,0.244,0.322,0.402,0.319,103,27.7,2011,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
LAA,2187,6088,155,667,629,135,7.3%,17.8%,0.149,0.28800000000000003,0.253,0.313,0.402,0.313,98,23.8,2011,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
DET,2309,6231,169,787,750,49,8.4%,18.3%,0.157,0.318,0.27699999999999997,0.34,0.434,0.337,109,23.1,2011,70.2,0,9.7,454,south southeast,420.0,0.0,577.0,59%,80.0,113.7,26.5
KCR,2134,6267,129,730,705,153,7.1%,16.1%,0.14,0.311,0.275,0.32899999999999996,0.415,0.325,101,19.8,2011,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
LAD,2304,6094,117,644,613,126,8.2%,17.8%,0.11800000000000001,0.299,0.257,0.322,0.375,0.307,95,19.6,2011,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
PHI,2203,6279,153,713,693,96,8.6%,16.3%,0.142,0.28300000000000003,0.253,0.32299999999999995,0.395,0.315,96,19.0,2011,75.5,0,9.6,57,north northeast,409.0,0.0,9.0,55%,87.0,105.0,24.5
ATL,2322,6169,173,641,606,77,8.2%,20.4%,0.14400000000000002,0.284,0.243,0.308,0.387,0.306,91,18.5,2011,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
SFG,2370,6091,121,570,534,85,7.4%,18.4%,0.126,0.281,0.242,0.303,0.368,0.295,88,18.1,2011,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
NYM,2383,6335,108,718,676,130,9.0%,17.1%,0.127,0.307,0.264,0.335,0.391,0.319,102,17.2,2011,72.8,0,12.0,14,north northeast,415.0,0.0,13.0,63%,83.0,110.6,20.7
WSN,2341,6090,154,624,594,106,7.7%,21.7%,0.14,0.292,0.242,0.309,0.38299999999999995,0.305,89,16.6,2011,76.9,0,5.8,85,north northeast,402.0,0.0,7.0,66%,87.0,109.1,23.1
TOR,2265,6210,186,743,704,131,8.5%,19.1%,0.16399999999999998,0.28300000000000003,0.249,0.317,0.413,0.319,97,15.6,2011,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
SDP,2355,6074,91,593,563,170,8.2%,21.7%,0.11199999999999999,0.294,0.237,0.305,0.349,0.29,86,15.0,2011,71.5,0,8.5,2,north,401.0,0.0,16.0,76%,74.0,110.9,23.9
CHC,2373,6130,148,654,610,69,6.9%,19.6%,0.14400000000000002,0.301,0.256,0.314,0.401,0.314,91,14.3,2011,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
MIA,2348,6232,149,625,596,95,8.7%,20.0%,0.142,0.29100000000000004,0.247,0.318,0.38799999999999996,0.311,92,13.7,2011,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
HOU,2377,6150,95,615,579,118,6.5%,18.9%,0.11599999999999999,0.308,0.258,0.311,0.374,0.301,88,13.3,2011,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
BAL,2262,6156,191,708,684,81,7.3%,18.2%,0.156,0.28800000000000003,0.257,0.316,0.413,0.32,96,12.3,2011,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
COL,2348,6275,163,735,697,118,8.8%,19.1%,0.152,0.3,0.258,0.32899999999999996,0.41,0.324,88,11.7,2011,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
CHW,2206,6159,154,654,625,81,7.7%,16.1%,0.136,0.28,0.252,0.319,0.38799999999999996,0.312,90,11.7,2011,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
CLE,2287,6142,154,704,671,89,8.0%,20.7%,0.146,0.297,0.25,0.317,0.396,0.314,99,9.3,2011,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
OAK,2229,6104,114,645,612,117,8.3%,17.9%,0.125,0.28300000000000003,0.244,0.311,0.369,0.301,89,7.5,2011,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
PIT,2444,6064,107,610,580,108,8.1%,21.6%,0.12300000000000001,0.301,0.244,0.309,0.368,0.299,88,6.7,2011,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
MIN,2269,6020,103,619,572,92,7.3%,17.4%,0.113,0.28800000000000003,0.247,0.306,0.36,0.29600000000000004,82,4.3,2011,71.3,0,10.5,1016,east,411.0,0.0,840.0,59%,80.0,108.9,20.7
SEA,2090,5972,109,556,534,125,7.3%,21.4%,0.115,0.28300000000000003,0.233,0.292,0.348,0.28300000000000003,80,3.9,2011,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
LAA,2267,6121,187,767,732,134,7.3%,18.2%,0.159,0.311,0.27399999999999997,0.332,0.433,0.331,113,33.8,2012,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
NYY,2367,6231,245,804,774,93,9.1%,18.9%,0.188,0.293,0.265,0.337,0.45299999999999996,0.342,113,33.6,2012,73.7,0,9.4,20,east northeast,408.0,0.0,54.0,63%,83.0,108.8,19.7
SFG,2384,6200,103,718,675,118,7.8%,17.7%,0.128,0.315,0.26899999999999996,0.327,0.397,0.314,101,29.0,2012,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
STL,2391,6326,159,765,732,91,8.4%,18.8%,0.15,0.316,0.271,0.33799999999999997,0.42100000000000004,0.32899999999999996,106,28.5,2012,78.5,0,7.1,689,east northeast,400.0,0.0,436.0,56%,88.0,112.1,25.2
MIL,2415,6224,202,776,741,158,7.5%,19.9%,0.177,0.299,0.259,0.325,0.43700000000000006,0.32899999999999996,102,28.3,2012,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
ATL,2264,6126,149,700,660,101,9.3%,21.0%,0.142,0.29600000000000004,0.247,0.32,0.389,0.31,92,27.3,2012,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
CIN,2211,6115,172,669,636,87,7.9%,20.7%,0.159,0.29600000000000004,0.251,0.315,0.41100000000000003,0.314,93,23.9,2012,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
TBR,2406,6105,175,697,665,134,9.4%,21.7%,0.155,0.284,0.24,0.317,0.39399999999999996,0.311,100,23.7,2012,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
WSN,2338,6221,194,731,688,105,7.7%,21.3%,0.166,0.308,0.261,0.322,0.428,0.324,101,23.7,2012,76.9,0,5.8,85,north northeast,402.0,0.0,7.0,66%,87.0,109.1,23.1
TEX,2236,6216,200,808,780,91,7.7%,17.7%,0.17300000000000001,0.306,0.273,0.33399999999999996,0.446,0.336,106,23.3,2012,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
ARI,2213,6150,165,734,710,93,8.8%,20.6%,0.159,0.307,0.259,0.32799999999999996,0.418,0.32299999999999995,97,21.7,2012,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
SDP,2384,6112,121,651,610,155,8.8%,20.3%,0.133,0.297,0.247,0.319,0.38,0.307,97,21.6,2012,71.5,0,8.5,2,north,401.0,0.0,16.0,76%,74.0,110.9,23.9
PHI,2294,6172,158,684,659,116,7.4%,17.7%,0.14400000000000002,0.29,0.255,0.317,0.4,0.311,93,21.5,2012,75.5,0,9.6,57,north northeast,409.0,0.0,9.0,55%,87.0,105.0,24.5
CHW,2277,6111,211,748,726,109,7.5%,19.7%,0.16699999999999998,0.289,0.255,0.318,0.42200000000000004,0.322,98,20.7,2012,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
DET,2248,6119,163,726,698,59,8.4%,18.0%,0.154,0.307,0.268,0.335,0.42200000000000004,0.32799999999999996,105,20.5,2012,70.2,0,9.7,454,south southeast,420.0,0.0,577.0,59%,80.0,113.7,26.5
BOS,2317,6166,165,734,695,97,6.9%,19.4%,0.155,0.301,0.26,0.315,0.415,0.316,95,20.1,2012,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
OAK,2247,6183,195,713,676,122,8.9%,22.4%,0.166,0.281,0.23800000000000002,0.31,0.40399999999999997,0.311,97,19.4,2012,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
NYM,2420,6091,139,650,625,79,8.3%,20.5%,0.13699999999999998,0.298,0.249,0.316,0.386,0.306,94,15.9,2012,72.8,0,12.0,14,north northeast,410.0,0.0,13.0,63%,83.0,110.6,20.7
BAL,2282,6160,214,712,677,58,7.8%,21.3%,0.17,0.28600000000000003,0.247,0.311,0.41700000000000004,0.317,96,14.6,2012,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
TOR,2289,6094,198,716,677,123,7.8%,20.5%,0.161,0.281,0.245,0.309,0.40700000000000003,0.311,92,14.3,2012,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
LAD,2356,6091,116,637,607,104,7.9%,19.0%,0.122,0.298,0.252,0.317,0.374,0.302,90,13.8,2012,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
KCR,2249,6149,131,676,643,132,6.6%,16.8%,0.135,0.302,0.265,0.317,0.4,0.311,94,12.7,2012,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
MIN,2271,6209,131,701,666,135,8.1%,17.2%,0.13,0.298,0.26,0.325,0.39,0.313,95,12.6,2012,71.3,0,10.5,1016,east,411.0,0.0,840.0,59%,80.0,108.9,20.7
CHC,2341,5967,137,613,570,94,7.5%,20.7%,0.138,0.28600000000000003,0.24,0.302,0.37799999999999995,0.297,81,11.3,2012,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
MIA,2269,6057,137,609,576,149,8.0%,20.3%,0.138,0.289,0.244,0.308,0.382,0.3,87,10.6,2012,76.3,2,11.0,1,southeast,422.0,0.0,3.0,61%,87.0,114.6,21.0
COL,2429,6183,166,758,716,100,7.3%,19.6%,0.163,0.321,0.27399999999999997,0.33,0.436,0.331,90,10.3,2012,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
PIT,2360,6014,170,651,620,73,7.4%,22.5%,0.152,0.29100000000000004,0.243,0.304,0.395,0.304,91,10.2,2012,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
SEA,2236,6057,149,619,584,104,7.7%,20.8%,0.135,0.276,0.23399999999999999,0.29600000000000004,0.369,0.29100000000000004,87,8.9,2012,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
CLE,2339,6195,136,667,635,110,9.0%,17.5%,0.131,0.28800000000000003,0.251,0.324,0.381,0.31,97,8.2,2012,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
HOU,2421,6014,146,583,545,105,7.7%,22.7%,0.135,0.28800000000000003,0.23600000000000002,0.302,0.371,0.29600000000000004,82,5.8,2012,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
BOS,2264,6382,178,853,819,123,9.1%,20.5%,0.16899999999999998,0.32899999999999996,0.27699999999999997,0.349,0.446,0.34700000000000003,114,36.2,2013,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
TBR,2423,6242,165,700,670,73,9.4%,18.8%,0.151,0.295,0.257,0.32899999999999996,0.408,0.324,107,28.2,2013,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
DET,2274,6388,176,796,767,35,8.3%,16.8%,0.151,0.32,0.28300000000000003,0.34600000000000003,0.434,0.341,114,27.6,2013,70.2,0,9.7,454,south southeast,420.0,0.0,577.0,59%,80.0,113.7,26.5
SFG,2396,6168,107,629,596,67,7.6%,17.5%,0.121,0.304,0.26,0.32,0.381,0.309,100,26.9,2013,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
STL,2341,6202,125,783,745,45,7.8%,17.9%,0.133,0.314,0.26899999999999996,0.332,0.401,0.322,104,26.1,2013,78.5,0,7.1,689,east northeast,400.0,0.0,436.0,56%,88.0,112.1,25.2
BAL,2246,6144,212,745,719,79,6.8%,18.3%,0.171,0.28800000000000003,0.26,0.313,0.431,0.32299999999999995,101,25.7,2013,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
ATL,2293,6133,181,688,656,64,8.8%,22.6%,0.153,0.3,0.249,0.321,0.402,0.318,102,25.6,2013,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
LAD,2336,6145,138,649,618,78,7.7%,18.6%,0.133,0.308,0.264,0.326,0.396,0.317,103,25.5,2013,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
OAK,2313,6209,186,767,725,74,9.2%,19.0%,0.165,0.289,0.254,0.327,0.419,0.327,108,25.4,2013,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
PIT,2369,6135,161,634,603,94,7.6%,21.7%,0.151,0.294,0.245,0.313,0.396,0.312,99,22.8,2013,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
MIL,2335,6064,157,640,610,142,6.7%,19.5%,0.145,0.294,0.252,0.311,0.39799999999999996,0.311,91,22.6,2013,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
CLE,2337,6165,171,745,711,117,9.1%,20.8%,0.155,0.3,0.255,0.327,0.41,0.324,104,22.6,2013,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
CIN,2286,6293,155,698,664,67,9.3%,19.8%,0.142,0.293,0.249,0.327,0.391,0.316,96,22.5,2013,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
LAA,2311,6260,164,733,696,82,8.4%,19.5%,0.15,0.307,0.264,0.32899999999999996,0.414,0.325,109,21.6,2013,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
TEX,2321,6196,176,730,691,149,7.5%,17.2%,0.15,0.294,0.262,0.32299999999999995,0.41200000000000003,0.32299999999999995,97,19.7,2013,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
